Date;JourDeLaSemaine;CSP;Volume
2017-05-10;Mercredi;CSP en croissance;124
2017-05-10;Mercredi;CSP en croissance;158
2017-05-10;Mercredi;CSP en croissance;1729
2017-05-10;Mercredi;CSP en croissance;105
2017-05-10;Mercredi;CSP en croissance;644
2017-05-10;Mercredi;CSP en croissance;30
2017-05-10;Mercredi;CSP en croissance;511
2017-05-10;Mercredi;CSP en croissance;3898
2017-05-10;Mercredi;CSP en croissance;#
2017-05-10;Mercredi;CSP en croissance;398
2017-05-10;Mercredi;CSP+;124
2017-05-10;Mercredi;CSP+;114
2017-05-10;Mercredi;CSP+;1204
2017-05-10;Mercredi;CSP+;147
2017-05-10;Mercredi;CSP+;826
2017-05-10;Mercredi;CSP+;392
2017-05-10;Mercredi;CSP+;41
2017-05-10;Mercredi;CSP+;404
2017-05-10;Mercredi;CSP+;443
2017-05-10;Mercredi;CSP+;3275
2017-05-10;Mercredi;CSP+;#
2017-05-10;Mercredi;CSP+;88
2017-05-10;Mercredi;CSP+;96
2017-05-10;Mercredi;CSP+;227
2017-05-10;Mercredi;NR;206
2017-05-10;Mercredi;NR;135
2017-05-10;Mercredi;NR;3579
2017-05-10;Mercredi;Populaire;124
2017-05-10;Mercredi;Populaire;163
2017-05-10;Mercredi;Populaire;1787
2017-05-10;Mercredi;Populaire;21
2017-05-10;Mercredi;Populaire;402
2017-05-10;Mercredi;Populaire;67
2017-05-10;Mercredi;Populaire;377
2017-05-10;Mercredi;Populaire;142
2017-05-10;Mercredi;Populaire;1011
2017-05-10;Mercredi;Populaire;32
2017-05-10;Mercredi;Populaire;643
2017-05-10;Mercredi;Populaire;78
2017-05-10;Mercredi;Populaire;231
2017-05-10;Mercredi;Populaire;106
2017-05-10;Mercredi;Populaire;1230
2017-05-10;Mercredi;Populaire;28
2017-05-10;Mercredi;Populaire;161
2017-05-11;Jeudi;CSP en croissance;56
2017-05-11;Jeudi;CSP en croissance;439
2017-05-11;Jeudi;CSP en croissance;56
2017-05-11;Jeudi;CSP en croissance;439
2017-05-11;Jeudi;CSP en croissance;239
2017-05-11;Jeudi;CSP en croissance;1875
2017-05-11;Jeudi;CSP en croissance;119
2017-05-11;Jeudi;CSP en croissance;630
2017-05-11;Jeudi;CSP en croissance;37
2017-05-11;Jeudi;CSP en croissance;472
2017-05-11;Jeudi;CSP en croissance;3959
2017-05-11;Jeudi;CSP en croissance;94
2017-05-11;Jeudi;CSP en croissance;492
2017-05-11;Jeudi;CSP+;56
2017-05-11;Jeudi;CSP+;439
2017-05-11;Jeudi;CSP+;56
2017-05-11;Jeudi;CSP+;439
2017-05-11;Jeudi;CSP+;117
2017-05-11;Jeudi;CSP+;1342
2017-05-11;Jeudi;CSP+;118
2017-05-11;Jeudi;CSP+;735
2017-05-11;Jeudi;CSP+;#
2017-05-11;Jeudi;CSP+;539
2017-05-11;Jeudi;CSP+;50
2017-05-11;Jeudi;CSP+;529
2017-05-11;Jeudi;CSP+;335
2017-05-11;Jeudi;CSP+;3093
2017-05-11;Jeudi;CSP+;79
2017-05-11;Jeudi;CSP+;71
2017-05-11;Jeudi;CSP+;208
2017-05-11;Jeudi;NR;56
2017-05-11;Jeudi;NR;596
2017-05-11;Jeudi;NR;56
2017-05-11;Jeudi;NR;476
2017-05-11;Jeudi;Populaire;56
2017-05-11;Jeudi;Populaire;439
2017-05-11;Jeudi;Populaire;56
2017-05-11;Jeudi;Populaire;439
2017-05-11;Jeudi;Populaire;245
2017-05-11;Jeudi;Populaire;1976
2017-05-11;Jeudi;Populaire;#
2017-05-11;Jeudi;Populaire;398
2017-05-11;Jeudi;Populaire;69
2017-05-11;Jeudi;Populaire;393
2017-05-11;Jeudi;Populaire;130
2017-05-11;Jeudi;Populaire;1017
2017-05-11;Jeudi;Populaire;64
2017-05-11;Jeudi;Populaire;716
2017-05-11;Jeudi;Populaire;71
2017-05-11;Jeudi;Populaire;234
2017-05-11;Jeudi;Populaire;134
2017-05-11;Jeudi;Populaire;1490
2017-05-11;Jeudi;Populaire;26
2017-05-11;Jeudi;Populaire;72
2017-05-12;Vendredi;CSP en croissance;85
2017-05-12;Vendredi;CSP en croissance;85
2017-05-12;Vendredi;CSP en croissance;344
2017-05-12;Vendredi;CSP en croissance;2317
2017-05-12;Vendredi;CSP en croissance;115
2017-05-12;Vendredi;CSP en croissance;770
2017-05-12;Vendredi;CSP en croissance;#
2017-05-12;Vendredi;CSP en croissance;549
2017-05-12;Vendredi;CSP en croissance;3895
2017-05-12;Vendredi;CSP en croissance;92
2017-05-12;Vendredi;CSP en croissance;424
2017-05-12;Vendredi;CSP+;85
2017-05-12;Vendredi;CSP+;85
2017-05-12;Vendredi;CSP+;169
2017-05-12;Vendredi;CSP+;1465
2017-05-12;Vendredi;CSP+;176
2017-05-12;Vendredi;CSP+;762
2017-05-12;Vendredi;CSP+;98
2017-05-12;Vendredi;CSP+;576
2017-05-12;Vendredi;CSP+;123
2017-05-12;Vendredi;CSP+;570
2017-05-12;Vendredi;CSP+;464
2017-05-12;Vendredi;CSP+;3269
2017-05-12;Vendredi;CSP+;72
2017-05-12;Vendredi;CSP+;102
2017-05-12;Vendredi;NR;85
2017-05-12;Vendredi;NR;179
2017-05-12;Vendredi;NR;96
2017-05-12;Vendredi;NR;3473
2017-05-12;Vendredi;Populaire;85
2017-05-12;Vendredi;Populaire;85
2017-05-12;Vendredi;Populaire;336
2017-05-12;Vendredi;Populaire;2139
2017-05-12;Vendredi;Populaire;66
2017-05-12;Vendredi;Populaire;436
2017-05-12;Vendredi;Populaire;80
2017-05-12;Vendredi;Populaire;415
2017-05-12;Vendredi;Populaire;252
2017-05-12;Vendredi;Populaire;1033
2017-05-12;Vendredi;Populaire;#
2017-05-12;Vendredi;Populaire;665
2017-05-12;Vendredi;Populaire;100
2017-05-12;Vendredi;Populaire;147
2017-05-12;Vendredi;Populaire;222
2017-05-12;Vendredi;Populaire;1460
2017-05-12;Vendredi;Populaire;51
2017-05-12;Vendredi;Populaire;134
2017-05-14;Dimanche;CSP en croissance;#
2017-05-14;Dimanche;CSP en croissance;84
2017-05-14;Dimanche;CSP en croissance;888
2017-05-14;Dimanche;CSP en croissance;#
2017-05-14;Dimanche;CSP en croissance;306
2017-05-14;Dimanche;CSP en croissance;22
2017-05-14;Dimanche;CSP en croissance;378
2017-05-14;Dimanche;CSP en croissance;3261
2017-05-14;Dimanche;CSP en croissance;48
2017-05-14;Dimanche;CSP en croissance;195
2017-05-14;Dimanche;CSP+;#
2017-05-14;Dimanche;CSP+;494
2017-05-14;Dimanche;CSP+;462
2017-05-14;Dimanche;CSP+;49
2017-05-14;Dimanche;CSP+;221
2017-05-14;Dimanche;CSP+;36
2017-05-14;Dimanche;CSP+;283
2017-05-14;Dimanche;CSP+;159
2017-05-14;Dimanche;CSP+;2860
2017-05-14;Dimanche;CSP+;49
2017-05-14;Dimanche;CSP+;107
2017-05-14;Dimanche;NR;187
2017-05-14;Dimanche;NR;#
2017-05-14;Dimanche;NR;1951
2017-05-14;Dimanche;Populaire;#
2017-05-14;Dimanche;Populaire;151
2017-05-14;Dimanche;Populaire;1196
2017-05-14;Dimanche;Populaire;#
2017-05-14;Dimanche;Populaire;476
2017-05-14;Dimanche;Populaire;#
2017-05-14;Dimanche;Populaire;174
2017-05-14;Dimanche;Populaire;28
2017-05-14;Dimanche;Populaire;385
2017-05-14;Dimanche;Populaire;159
2017-05-14;Dimanche;Populaire;65
2017-05-14;Dimanche;Populaire;218
2017-05-14;Dimanche;Populaire;62
2017-05-14;Dimanche;Populaire;915
2017-05-14;Dimanche;Populaire;#
2017-05-14;Dimanche;Populaire;137
2017-05-15;Lundi;CSP en croissance;59
2017-05-15;Lundi;CSP en croissance;59
2017-05-15;Lundi;CSP en croissance;203
2017-05-15;Lundi;CSP en croissance;1472
2017-05-15;Lundi;CSP en croissance;108
2017-05-15;Lundi;CSP en croissance;573
2017-05-15;Lundi;CSP en croissance;#
2017-05-15;Lundi;CSP en croissance;451
2017-05-15;Lundi;CSP en croissance;4017
2017-05-15;Lundi;CSP en croissance;77
2017-05-15;Lundi;CSP en croissance;405
2017-05-15;Lundi;CSP+;59
2017-05-15;Lundi;CSP+;59
2017-05-15;Lundi;CSP+;91
2017-05-15;Lundi;CSP+;1050
2017-05-15;Lundi;CSP+;120
2017-05-15;Lundi;CSP+;728
2017-05-15;Lundi;CSP+;82
2017-05-15;Lundi;CSP+;475
2017-05-15;Lundi;CSP+;87
2017-05-15;Lundi;CSP+;527
2017-05-15;Lundi;CSP+;335
2017-05-15;Lundi;CSP+;3136
2017-05-15;Lundi;CSP+;31
2017-05-15;Lundi;CSP+;146
2017-05-15;Lundi;CSP+;136
2017-05-15;Lundi;NR;177
2017-05-15;Lundi;NR;59
2017-05-15;Lundi;NR;3335
2017-05-15;Lundi;Populaire;59
2017-05-15;Lundi;Populaire;59
2017-05-15;Lundi;Populaire;167
2017-05-15;Lundi;Populaire;1689
2017-05-15;Lundi;Populaire;375
2017-05-15;Lundi;Populaire;46
2017-05-15;Lundi;Populaire;380
2017-05-15;Lundi;Populaire;130
2017-05-15;Lundi;Populaire;771
2017-05-15;Lundi;Populaire;64
2017-05-15;Lundi;Populaire;603
2017-05-15;Lundi;Populaire;62
2017-05-15;Lundi;Populaire;159
2017-05-15;Lundi;Populaire;87
2017-05-15;Lundi;Populaire;1423
2017-05-15;Lundi;Populaire;137
2017-05-16;Mardi;CSP en croissance;190
2017-05-16;Mardi;CSP en croissance;1681
2017-05-16;Mardi;CSP en croissance;78
2017-05-16;Mardi;CSP en croissance;784
2017-05-16;Mardi;CSP en croissance;38
2017-05-16;Mardi;CSP en croissance;427
2017-05-16;Mardi;CSP en croissance;4006
2017-05-16;Mardi;CSP en croissance;129
2017-05-16;Mardi;CSP en croissance;489
2017-05-16;Mardi;CSP+;128
2017-05-16;Mardi;CSP+;1355
2017-05-16;Mardi;CSP+;47
2017-05-16;Mardi;CSP+;765
2017-05-16;Mardi;CSP+;83
2017-05-16;Mardi;CSP+;602
2017-05-16;Mardi;CSP+;59
2017-05-16;Mardi;CSP+;545
2017-05-16;Mardi;CSP+;395
2017-05-16;Mardi;CSP+;3095
2017-05-16;Mardi;CSP+;65
2017-05-16;Mardi;CSP+;159
2017-05-16;Mardi;CSP+;#
2017-05-16;Mardi;CSP+;154
2017-05-16;Mardi;NR;#
2017-05-16;Mardi;NR;156
2017-05-16;Mardi;NR;397
2017-05-16;Mardi;NR;3427
2017-05-16;Mardi;Populaire;245
2017-05-16;Mardi;Populaire;1924
2017-05-16;Mardi;Populaire;#
2017-05-16;Mardi;Populaire;388
2017-05-16;Mardi;Populaire;#
2017-05-16;Mardi;Populaire;280
2017-05-16;Mardi;Populaire;110
2017-05-16;Mardi;Populaire;988
2017-05-16;Mardi;Populaire;31
2017-05-16;Mardi;Populaire;714
2017-05-16;Mardi;Populaire;61
2017-05-16;Mardi;Populaire;226
2017-05-16;Mardi;Populaire;198
2017-05-16;Mardi;Populaire;1557
2017-05-16;Mardi;Populaire;22
2017-05-16;Mardi;Populaire;99
2017-05-17;Mercredi;CSP en croissance;52
2017-05-17;Mercredi;CSP en croissance;52
2017-05-17;Mercredi;CSP en croissance;204
2017-05-17;Mercredi;CSP en croissance;1628
2017-05-17;Mercredi;CSP en croissance;59
2017-05-17;Mercredi;CSP en croissance;656
2017-05-17;Mercredi;CSP en croissance;#
2017-05-17;Mercredi;CSP en croissance;27
2017-05-17;Mercredi;CSP en croissance;510
2017-05-17;Mercredi;CSP en croissance;3930
2017-05-17;Mercredi;CSP en croissance;87
2017-05-17;Mercredi;CSP en croissance;507
2017-05-17;Mercredi;CSP+;52
2017-05-17;Mercredi;CSP+;52
2017-05-17;Mercredi;CSP+;175
2017-05-17;Mercredi;CSP+;1306
2017-05-17;Mercredi;CSP+;35
2017-05-17;Mercredi;CSP+;566
2017-05-17;Mercredi;CSP+;47
2017-05-17;Mercredi;CSP+;478
2017-05-17;Mercredi;CSP+;57
2017-05-17;Mercredi;CSP+;511
2017-05-17;Mercredi;CSP+;359
2017-05-17;Mercredi;CSP+;3020
2017-05-17;Mercredi;CSP+;#
2017-05-17;Mercredi;CSP+;91
2017-05-17;Mercredi;CSP+;150
2017-05-17;Mercredi;NR;204
2017-05-17;Mercredi;NR;63
2017-05-17;Mercredi;NR;3217
2017-05-17;Mercredi;Populaire;52
2017-05-17;Mercredi;Populaire;52
2017-05-17;Mercredi;Populaire;307
2017-05-17;Mercredi;Populaire;1949
2017-05-17;Mercredi;Populaire;21
2017-05-17;Mercredi;Populaire;491
2017-05-17;Mercredi;Populaire;46
2017-05-17;Mercredi;Populaire;324
2017-05-17;Mercredi;Populaire;222
2017-05-17;Mercredi;Populaire;1033
2017-05-17;Mercredi;Populaire;#
2017-05-17;Mercredi;Populaire;436
2017-05-17;Mercredi;Populaire;37
2017-05-17;Mercredi;Populaire;188
2017-05-17;Mercredi;Populaire;143
2017-05-17;Mercredi;Populaire;1409
2017-05-17;Mercredi;Populaire;31
2017-05-17;Mercredi;Populaire;129
2017-05-18;Jeudi;CSP en croissance;64
2017-05-18;Jeudi;CSP en croissance;64
2017-05-18;Jeudi;CSP en croissance;198
2017-05-18;Jeudi;CSP en croissance;1878
2017-05-18;Jeudi;CSP en croissance;61
2017-05-18;Jeudi;CSP en croissance;534
2017-05-18;Jeudi;CSP en croissance;#
2017-05-18;Jeudi;CSP en croissance;531
2017-05-18;Jeudi;CSP en croissance;3936
2017-05-18;Jeudi;CSP en croissance;41
2017-05-18;Jeudi;CSP en croissance;512
2017-05-18;Jeudi;CSP+;64
2017-05-18;Jeudi;CSP+;64
2017-05-18;Jeudi;CSP+;174
2017-05-18;Jeudi;CSP+;1418
2017-05-18;Jeudi;CSP+;118
2017-05-18;Jeudi;CSP+;842
2017-05-18;Jeudi;CSP+;80
2017-05-18;Jeudi;CSP+;445
2017-05-18;Jeudi;CSP+;52
2017-05-18;Jeudi;CSP+;512
2017-05-18;Jeudi;CSP+;375
2017-05-18;Jeudi;CSP+;3141
2017-05-18;Jeudi;CSP+;71
2017-05-18;Jeudi;CSP+;237
2017-05-18;Jeudi;CSP+;41
2017-05-18;Jeudi;CSP+;164
2017-05-18;Jeudi;NR;#
2017-05-18;Jeudi;NR;128
2017-05-18;Jeudi;NR;78
2017-05-18;Jeudi;NR;3277
2017-05-18;Jeudi;Populaire;64
2017-05-18;Jeudi;Populaire;64
2017-05-18;Jeudi;Populaire;206
2017-05-18;Jeudi;Populaire;1942
2017-05-18;Jeudi;Populaire;372
2017-05-18;Jeudi;Populaire;29
2017-05-18;Jeudi;Populaire;356
2017-05-18;Jeudi;Populaire;153
2017-05-18;Jeudi;Populaire;918
2017-05-18;Jeudi;Populaire;53
2017-05-18;Jeudi;Populaire;624
2017-05-18;Jeudi;Populaire;108
2017-05-18;Jeudi;Populaire;250
2017-05-18;Jeudi;Populaire;163
2017-05-18;Jeudi;Populaire;1444
2017-05-18;Jeudi;Populaire;28
2017-05-18;Jeudi;Populaire;124
2017-05-19;Vendredi;CSP en croissance;68
2017-05-19;Vendredi;CSP en croissance;68
2017-05-19;Vendredi;CSP en croissance;127
2017-05-19;Vendredi;CSP en croissance;1565
2017-05-19;Vendredi;CSP en croissance;128
2017-05-19;Vendredi;CSP en croissance;754
2017-05-19;Vendredi;CSP en croissance;53
2017-05-19;Vendredi;CSP en croissance;349
2017-05-19;Vendredi;CSP en croissance;3844
2017-05-19;Vendredi;CSP en croissance;29
2017-05-19;Vendredi;CSP en croissance;435
2017-05-19;Vendredi;CSP+;68
2017-05-19;Vendredi;CSP+;68
2017-05-19;Vendredi;CSP+;183
2017-05-19;Vendredi;CSP+;1310
2017-05-19;Vendredi;CSP+;167
2017-05-19;Vendredi;CSP+;821
2017-05-19;Vendredi;CSP+;52
2017-05-19;Vendredi;CSP+;483
2017-05-19;Vendredi;CSP+;98
2017-05-19;Vendredi;CSP+;438
2017-05-19;Vendredi;CSP+;226
2017-05-19;Vendredi;CSP+;3099
2017-05-19;Vendredi;CSP+;63
2017-05-19;Vendredi;CSP+;176
2017-05-19;Vendredi;CSP+;253
2017-05-19;Vendredi;NR;#
2017-05-19;Vendredi;NR;146
2017-05-19;Vendredi;NR;68
2017-05-19;Vendredi;NR;3280
2017-05-19;Vendredi;Populaire;68
2017-05-19;Vendredi;Populaire;68
2017-05-19;Vendredi;Populaire;204
2017-05-19;Vendredi;Populaire;1978
2017-05-19;Vendredi;Populaire;293
2017-05-19;Vendredi;Populaire;32
2017-05-19;Vendredi;Populaire;315
2017-05-19;Vendredi;Populaire;143
2017-05-19;Vendredi;Populaire;968
2017-05-19;Vendredi;Populaire;31
2017-05-19;Vendredi;Populaire;596
2017-05-19;Vendredi;Populaire;57
2017-05-19;Vendredi;Populaire;162
2017-05-19;Vendredi;Populaire;163
2017-05-19;Vendredi;Populaire;1398
2017-05-19;Vendredi;Populaire;55
2017-05-19;Vendredi;Populaire;123
2017-05-20;Samedi;CSP en croissance;129
2017-05-20;Samedi;CSP en croissance;1665
2017-05-20;Samedi;CSP en croissance;70
2017-05-20;Samedi;CSP en croissance;462
2017-05-20;Samedi;CSP en croissance;#
2017-05-20;Samedi;CSP en croissance;37
2017-05-20;Samedi;CSP en croissance;411
2017-05-20;Samedi;CSP en croissance;3689
2017-05-20;Samedi;CSP en croissance;22
2017-05-20;Samedi;CSP en croissance;449
2017-05-20;Samedi;CSP+;66
2017-05-20;Samedi;CSP+;888
2017-05-20;Samedi;CSP+;51
2017-05-20;Samedi;CSP+;531
2017-05-20;Samedi;CSP+;274
2017-05-20;Samedi;CSP+;38
2017-05-20;Samedi;CSP+;498
2017-05-20;Samedi;CSP+;281
2017-05-20;Samedi;CSP+;2979
2017-05-20;Samedi;CSP+;#
2017-05-20;Samedi;CSP+;136
2017-05-20;Samedi;CSP+;79
2017-05-20;Samedi;CSP+;299
2017-05-20;Samedi;NR;#
2017-05-20;Samedi;NR;212
2017-05-20;Samedi;NR;158
2017-05-20;Samedi;NR;2088
2017-05-20;Samedi;Populaire;121
2017-05-20;Samedi;Populaire;1772
2017-05-20;Samedi;Populaire;21
2017-05-20;Samedi;Populaire;410
2017-05-20;Samedi;Populaire;163
2017-05-20;Samedi;Populaire;134
2017-05-20;Samedi;Populaire;868
2017-05-20;Samedi;Populaire;32
2017-05-20;Samedi;Populaire;298
2017-05-20;Samedi;Populaire;106
2017-05-20;Samedi;Populaire;334
2017-05-20;Samedi;Populaire;74
2017-05-20;Samedi;Populaire;1154
2017-05-20;Samedi;Populaire;31
2017-05-20;Samedi;Populaire;123
2017-05-21;Dimanche;CSP en croissance;#
2017-05-21;Dimanche;CSP en croissance;193
2017-05-21;Dimanche;CSP en croissance;#
2017-05-21;Dimanche;CSP en croissance;193
2017-05-21;Dimanche;CSP en croissance;30
2017-05-21;Dimanche;CSP en croissance;599
2017-05-21;Dimanche;CSP en croissance;#
2017-05-21;Dimanche;CSP en croissance;214
2017-05-21;Dimanche;CSP en croissance;328
2017-05-21;Dimanche;CSP en croissance;3079
2017-05-21;Dimanche;CSP en croissance;#
2017-05-21;Dimanche;CSP en croissance;256
2017-05-21;Dimanche;CSP+;#
2017-05-21;Dimanche;CSP+;193
2017-05-21;Dimanche;CSP+;#
2017-05-21;Dimanche;CSP+;193
2017-05-21;Dimanche;CSP+;78
2017-05-21;Dimanche;CSP+;484
2017-05-21;Dimanche;CSP+;37
2017-05-21;Dimanche;CSP+;424
2017-05-21;Dimanche;CSP+;107
2017-05-21;Dimanche;CSP+;71
2017-05-21;Dimanche;CSP+;298
2017-05-21;Dimanche;CSP+;245
2017-05-21;Dimanche;CSP+;2899
2017-05-21;Dimanche;CSP+;63
2017-05-21;Dimanche;CSP+;156
2017-05-21;Dimanche;CSP+;56
2017-05-21;Dimanche;CSP+;178
2017-05-21;Dimanche;NR;31
2017-05-21;Dimanche;NR;303
2017-05-21;Dimanche;NR;#
2017-05-21;Dimanche;NR;229
2017-05-21;Dimanche;Populaire;#
2017-05-21;Dimanche;Populaire;193
2017-05-21;Dimanche;Populaire;#
2017-05-21;Dimanche;Populaire;193
2017-05-21;Dimanche;Populaire;251
2017-05-21;Dimanche;Populaire;1175
2017-05-21;Dimanche;Populaire;334
2017-05-21;Dimanche;Populaire;78
2017-05-21;Dimanche;Populaire;72
2017-05-21;Dimanche;Populaire;490
2017-05-21;Dimanche;Populaire;242
2017-05-21;Dimanche;Populaire;64
2017-05-21;Dimanche;Populaire;191
2017-05-21;Dimanche;Populaire;117
2017-05-21;Dimanche;Populaire;1011
2017-05-21;Dimanche;Populaire;21
2017-05-21;Dimanche;Populaire;102
2017-05-22;Lundi;CSP en croissance;87
2017-05-22;Lundi;CSP en croissance;204
2017-05-22;Lundi;CSP en croissance;1530
2017-05-22;Lundi;CSP en croissance;141
2017-05-22;Lundi;CSP en croissance;649
2017-05-22;Lundi;CSP en croissance;466
2017-05-22;Lundi;CSP en croissance;3730
2017-05-22;Lundi;CSP en croissance;44
2017-05-22;Lundi;CSP en croissance;465
2017-05-22;Lundi;CSP+;87
2017-05-22;Lundi;CSP+;190
2017-05-22;Lundi;CSP+;1088
2017-05-22;Lundi;CSP+;137
2017-05-22;Lundi;CSP+;596
2017-05-22;Lundi;CSP+;95
2017-05-22;Lundi;CSP+;488
2017-05-22;Lundi;CSP+;90
2017-05-22;Lundi;CSP+;475
2017-05-22;Lundi;CSP+;346
2017-05-22;Lundi;CSP+;3098
2017-05-22;Lundi;CSP+;21
2017-05-22;Lundi;CSP+;146
2017-05-22;Lundi;CSP+;188
2017-05-22;Lundi;NR;#
2017-05-22;Lundi;NR;175
2017-05-22;Lundi;NR;87
2017-05-22;Lundi;NR;3268
2017-05-22;Lundi;Populaire;87
2017-05-22;Lundi;Populaire;173
2017-05-22;Lundi;Populaire;1728
2017-05-22;Lundi;Populaire;55
2017-05-22;Lundi;Populaire;520
2017-05-22;Lundi;Populaire;#
2017-05-22;Lundi;Populaire;277
2017-05-22;Lundi;Populaire;185
2017-05-22;Lundi;Populaire;816
2017-05-22;Lundi;Populaire;53
2017-05-22;Lundi;Populaire;625
2017-05-22;Lundi;Populaire;#
2017-05-22;Lundi;Populaire;83
2017-05-22;Lundi;Populaire;107
2017-05-22;Lundi;Populaire;1254
2017-05-22;Lundi;Populaire;132
2017-05-23;Mardi;CSP en croissance;48
2017-05-23;Mardi;CSP en croissance;48
2017-05-23;Mardi;CSP en croissance;240
2017-05-23;Mardi;CSP en croissance;1679
2017-05-23;Mardi;CSP en croissance;145
2017-05-23;Mardi;CSP en croissance;713
2017-05-23;Mardi;CSP en croissance;33
2017-05-23;Mardi;CSP en croissance;52
2017-05-23;Mardi;CSP en croissance;390
2017-05-23;Mardi;CSP en croissance;3923
2017-05-23;Mardi;CSP en croissance;106
2017-05-23;Mardi;CSP en croissance;511
2017-05-23;Mardi;CSP+;48
2017-05-23;Mardi;CSP+;48
2017-05-23;Mardi;CSP+;199
2017-05-23;Mardi;CSP+;1507
2017-05-23;Mardi;CSP+;100
2017-05-23;Mardi;CSP+;662
2017-05-23;Mardi;CSP+;67
2017-05-23;Mardi;CSP+;441
2017-05-23;Mardi;CSP+;60
2017-05-23;Mardi;CSP+;389
2017-05-23;Mardi;CSP+;357
2017-05-23;Mardi;CSP+;2995
2017-05-23;Mardi;CSP+;41
2017-05-23;Mardi;CSP+;158
2017-05-23;Mardi;CSP+;118
2017-05-23;Mardi;NR;#
2017-05-23;Mardi;NR;136
2017-05-23;Mardi;NR;48
2017-05-23;Mardi;NR;3218
2017-05-23;Mardi;Populaire;48
2017-05-23;Mardi;Populaire;48
2017-05-23;Mardi;Populaire;261
2017-05-23;Mardi;Populaire;2063
2017-05-23;Mardi;Populaire;#
2017-05-23;Mardi;Populaire;469
2017-05-23;Mardi;Populaire;67
2017-05-23;Mardi;Populaire;355
2017-05-23;Mardi;Populaire;132
2017-05-23;Mardi;Populaire;913
2017-05-23;Mardi;Populaire;31
2017-05-23;Mardi;Populaire;748
2017-05-23;Mardi;Populaire;45
2017-05-23;Mardi;Populaire;186
2017-05-23;Mardi;Populaire;163
2017-05-23;Mardi;Populaire;1380
2017-05-23;Mardi;Populaire;139
2017-05-24;Mercredi;CSP en croissance;44
2017-05-24;Mercredi;CSP en croissance;44
2017-05-24;Mercredi;CSP en croissance;258
2017-05-24;Mercredi;CSP en croissance;1959
2017-05-24;Mercredi;CSP en croissance;162
2017-05-24;Mercredi;CSP en croissance;609
2017-05-24;Mercredi;CSP en croissance;35
2017-05-24;Mercredi;CSP en croissance;534
2017-05-24;Mercredi;CSP en croissance;3846
2017-05-24;Mercredi;CSP en croissance;33
2017-05-24;Mercredi;CSP en croissance;421
2017-05-24;Mercredi;CSP+;44
2017-05-24;Mercredi;CSP+;44
2017-05-24;Mercredi;CSP+;198
2017-05-24;Mercredi;CSP+;1273
2017-05-24;Mercredi;CSP+;103
2017-05-24;Mercredi;CSP+;745
2017-05-24;Mercredi;CSP+;#
2017-05-24;Mercredi;CSP+;424
2017-05-24;Mercredi;CSP+;40
2017-05-24;Mercredi;CSP+;436
2017-05-24;Mercredi;CSP+;380
2017-05-24;Mercredi;CSP+;2921
2017-05-24;Mercredi;CSP+;31
2017-05-24;Mercredi;CSP+;120
2017-05-24;Mercredi;CSP+;21
2017-05-24;Mercredi;CSP+;124
2017-05-24;Mercredi;NR;59
2017-05-24;Mercredi;NR;142
2017-05-24;Mercredi;NR;55
2017-05-24;Mercredi;NR;3059
2017-05-24;Mercredi;Populaire;44
2017-05-24;Mercredi;Populaire;44
2017-05-24;Mercredi;Populaire;164
2017-05-24;Mercredi;Populaire;1661
2017-05-24;Mercredi;Populaire;365
2017-05-24;Mercredi;Populaire;32
2017-05-24;Mercredi;Populaire;317
2017-05-24;Mercredi;Populaire;157
2017-05-24;Mercredi;Populaire;867
2017-05-24;Mercredi;Populaire;38
2017-05-24;Mercredi;Populaire;569
2017-05-24;Mercredi;Populaire;80
2017-05-24;Mercredi;Populaire;171
2017-05-24;Mercredi;Populaire;76
2017-05-24;Mercredi;Populaire;1403
2017-05-24;Mercredi;Populaire;55
2017-05-24;Mercredi;Populaire;181
2017-05-25;Jeudi;CSP en croissance;#
2017-05-25;Jeudi;CSP en croissance;200
2017-05-25;Jeudi;CSP en croissance;#
2017-05-25;Jeudi;CSP en croissance;200
2017-05-25;Jeudi;CSP en croissance;31
2017-05-25;Jeudi;CSP en croissance;617
2017-05-25;Jeudi;CSP en croissance;115
2017-05-25;Jeudi;CSP en croissance;539
2017-05-25;Jeudi;CSP en croissance;61
2017-05-25;Jeudi;CSP en croissance;399
2017-05-25;Jeudi;CSP en croissance;2993
2017-05-25;Jeudi;CSP en croissance;37
2017-05-25;Jeudi;CSP en croissance;245
2017-05-25;Jeudi;CSP+;#
2017-05-25;Jeudi;CSP+;200
2017-05-25;Jeudi;CSP+;#
2017-05-25;Jeudi;CSP+;200
2017-05-25;Jeudi;CSP+;30
2017-05-25;Jeudi;CSP+;382
